Error in 32:
Comments:

	Similar sentence 0: 7379406.6.txt Score: 0.9985352007544933
	Similar sentence 4: 1868481.2.txt Score: 0.9977515427686453
	Sentence: Neurological manifestations in patient 1 could be due to hypertension secondary to IVPMP, while the pathogenesis of such manifestations remained difficult to clarify in patient 2.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 5: 4095247.7.txt Score: 0.9977457143083718
	Sentence: Two other patients who did not receive prochlorperazine, developed retinal problems which later improved, one after only 15 g of desferrioxamine.
	Gold labels: retinal problems
	Manual labels:
	Comments:

	Similar sentence 6: 7235792.3.txt Score: 0.9977388851365516
	Sentence: In the first patient, two episodes of ventricular tachycardia requiring cardioversion occurred in close temporal sequence with administering bretylium.
	Gold labels: ventricular tachycardia
	Manual labels:
	Comments:

	Similar sentence 7: 11573852.2.txt Score: 0.9976334137319157
	Sentence: CASE SUMMARY: A 46-year-old African-American man experienced recurrent grand mal seizures during intravenous infusion of amphotericin B, then petit mal seizures as the infusion was stopped and the drug concentrations decreased with time.
	Gold labels: grand mal seizures
	Manual labels:
	Comments:

	Similar sentence 8: 7937287.8.txt Score: 0.9976286592056257
	Sentence: The diagnosis was supported by the temporal course of renal deterioration during exposure to cefuroxime and improvement on its discontinuation; the pattern repeated with rechallenge.
	Gold labels: renal deterioration
	Manual labels:
	Comments:

	Similar sentence 9: 9403220.1.txt Score: 0.9975796076618689
	Sentence: A 35-year-old nephrotic man developed acute renal failure with serum creatinine to 1543 micromol/l after a month of therapy with enalapril.
	Gold labels: acute renal failure
	Manual labels:
	Comments:

Error in 206:The patient was enrolled in a weight - loss clinic , and his diabetes medications were adjusted . Subsequently , olanzapine was discontinued because of weight gain and uncontrolled diabetes .
Prediction: weight#O gain#O uncontrolled#O diabetes#O
Comments:

	Similar sentence 0: 3824704.2.txt Score: 0.9955865117287166
	Sentence: Stricture formation at the level of the calyceal infundibula occurred, as well as retroperitoneal and ureteric fibrosis.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 1: 14996269.2.txt Score: 0.9951063597436096
	Sentence: Serum potassium values higher than 7 mmol x l-1 are associated with cardiac arrhythmias and an increased incidence of intraventricular haemorrhage and periventricular leucomalacia.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 2: 17163271.5.txt Score: 0.9947933627865418
	Sentence: Latero-lateral anastomosis between the common bile duct and duodenum was performed during explorative laparotomy and ursodeoxycholic acid treatment was introduced.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 3: 8949576.4.txt Score: 0.9944551724285584
	Sentence: Histopathologically, a degenerative, inflammatory thyroiditis was evident.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 4: 3513544.1.txt Score: 0.9943213747603739
	Sentence: Herpes simplex esophagitis is a rare disease occurring mostly in immunocompromised and cancer patients.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 5: 6197014.2.txt Score: 0.9942825285092816
	Sentence: The striking chemical abnormality was an elevation of serum glutamic oxalacetic transaminase (SGOT) [aspartate aminotransferase (AST)].
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 6: 12460237.1.txt Score: 0.9942045171233926
	Sentence: Palmar-plantar erythrodysaesthesia (PPE) is an uncommon cutaneous complication of cytotoxic chemotherapy which generally presents as a painful erythema involving the palms and soles.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 7: 11452688.0.txt Score: 0.9941598099392511
	Sentence: Avascular necrosis of bone: the hidden risk of glucocorticoids used as antiemetics in cancer chemotherapy.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 8: 9058350.12.txt Score: 0.9939867310574705
	Sentence: Steroid hormone deprivation potentially contributed to neovascularization and bowel involvement. 
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 9: 7117795.5.txt Score: 0.9939224209580757
	Sentence: Ileal biopsy revealed an erosive enteritis with mucosal inflammatory infiltrate and disruption of the surface epithelium.
	Gold labels: 
	Manual labels:
	Comments:

Error in 118:
Comments:

	Similar sentence 0: 7730124.1.txt Score: 0.9988444730340865
	Sentence: In 3 dogs scheduled for surgical removal of cataracts, systemic and topical treatment with antibiotics and topical ocular treatment with prednisolone, atropine, flurbiprofen, and phenylephrine were used to achieve maximal mydriasis, with minimal risk of pupillary constriction in response to surgery.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 1: 17009081.5.txt Score: 0.9988343086956307
	Sentence: As nephrotic-range proteinuria, hypoalbuminemia, and general edema were worsening even 2 weeks after cessation of the drug, oral corticosteroid therapy (prednisolone 40 mg/day) was started.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 2: 15866658.10.txt Score: 0.9988225144345809
	Sentence: Granulocyte colony stimulating factor (GCSF) was administered to one patient and in another a bone marrow biopsy was performed due to persistent anemia, leukopenia, and thrombocytopenia.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 3: 18682542.6.txt Score: 0.9986473791532785
	Sentence: Sputum cultures were positive for methicillin-resistant Staphylococcus aureus, and intravenous vancomycin 1 g every 8 hours was added to the treatment regimen on hospital day 7.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 4: 7379406.8.txt Score: 0.9986432185275134
	Sentence: Long-term clinical and pharmacokinetic studies will be required to determine whether or not niflumic acid can be employed in the prevention or treatment of both of apparently idiopathic osteoporosis or corticosteroid-induced osteoporosis.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 5: 3763264.3.txt Score: 0.9985515490031399
	Sentence: Findings from biopsy specimens of skin and jejunum suggested a cell-mediated pathogenesis, and lymphoproliferative studies of the patient's mononuclear cells revealed a positive response to phenobarbital.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 6: 7655130.4.txt Score: 0.9985463669241452
	Sentence: DISCUSSION: Two patients with hypothyroidism had remained euthyroid and stable while receiving 1 levothyroxine product, but became symptomatic with dramatically increased serum TSH concentrations while receiving what were thought to be comparable dosages of another levothyroxine product.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 7: 11984077.4.txt Score: 0.9985266730323891
	Sentence: Radiotherapy is the mainstay of treatment for early nasopharyngeal cancer, but combination chemoradiotherapy is becoming more common for patients with advanced disease since the Intergroup trial 0099 demonstrated improved progression-free survival and overall survival for chemoradiotherapy.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 8: 9362107.4.txt Score: 0.998517766893217
	Sentence: Immune thrombocytopenic purpura (ITP) was diagnosed, and she was treated with 40 mg of methylprednisolone per day for 19 days.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 9: 3797173.5.txt Score: 0.9985036991378108
	Sentence: The QT interval must be measured on the ECG in patients with unexplained seizures; "supraventricular tachycardia with aberration" is uncommon in children.
	Gold labels: 
	Manual labels:
	Comments:

Error in 102:
Comments:

	Similar sentence 0: 10530201.8.txt Score: 0.996490218366603
	Sentence: Emphasis is given to the differentiation of diphenylhydantoin induced gingival hyperplasia from the angiomatous enlargement of the gingiva before any treatment is planned.
	Gold labels: gingival hyperplasia
	Manual labels:
	Comments:

	Similar sentence 1: 19707032.11.txt Score: 0.9961868703328386
	Sentence: Acute ocular ischemic change may be associated with intravitreal injection of bevacizumab in patients with vascular compromised diabetic retinopathy and/or underlying stenosis of the carotid artery. 
	Gold labels: Acute ocular ischemic change
	Manual labels:
	Comments:

	Similar sentence 2: 7526455.1.txt Score: 0.9960949470510816
	Sentence: A 73 year-old patient with Wolff-Parkinson-White syndrome and paroxysmic supraventricular tachycardia developed an acute reversible encephalopathy within 15 days of initiation of flecainide.
	Gold labels: acute reversible encephalopathy
	Manual labels:
	Comments:

	Similar sentence 3: 15013892.8.txt Score: 0.9960606532013759
	Sentence: CONCLUSIONS: Low dosages of quinacrine used for malaria prophylaxis can be associated with a delayed, severe maculopathy indistinguishable from chloroquine maculopathy in certain patients. 
	Gold labels: maculopathy	severe maculopathy
	Manual labels:
	Comments:

	Similar sentence 4: 8467620.2.txt Score: 0.9960399489517696
	Sentence: The mild immunosuppression that occurs with methotrexate therapy probably places patients with rheumatoid arthritis at added risk of developing lymphoproliferative diseases, but coincidence cannot be excluded.
	Gold labels: lymphoproliferative diseases
	Manual labels:
	Comments:

	Similar sentence 5: 11111942.2.txt Score: 0.9958954395060985
	Sentence: Cholestyramine was utilized to interrupt the enterohepatic recycling of warfarin and for its antidiarrheal effects to prevent gastrointestinal vitamin K wasting.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 6: 228648.1.txt Score: 0.9958000518787287
	Sentence: Prenatal cytomegalovirus (CMV) infection associated with severe brain damage was detected in an infant whose mother had been treated with prednisolone and azathioprine for systemic lupus erythematosus (SLE).
	Gold labels: brain damage
	Manual labels:
	Comments:

	Similar sentence 7: 17952482.6.txt Score: 0.9957930474412554
	Sentence: This case illustrates that the hemophagocytic syndrome associated with reactivation of EBV can occur as part of drug hypersensitivity reactions in RA patients taking sulfasalazine.
	Gold labels: hemophagocytic syndrome
	Manual labels:
	Comments:

	Similar sentence 8: 11642488.7.txt Score: 0.9957449207456722
	Sentence: CONCLUSIONS: Cicatrization in the substantia propria of the conjunctiva by excessive lymphocytic infiltration after topically administered antiglaucoma drugs including dipivefrin is a possible mechanism of action for entropion. 
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 9: 10707759.3.txt Score: 0.9956154979926007
	Sentence: We describe a case of interstitial hypoxaemiant pneumonitis probably related to flecainide in a patient with the LEOPARD syndrome, a rare congenital disorder.
	Gold labels: interstitial hypoxaemiant pneumonitis
	Manual labels:
	Comments:

Error in 16:
Comments:

	Similar sentence 0: 2219619.1.txt Score: 0.9968526331484471
	Sentence: An encephalopathy and cardiomyopathy developed in a seventeen-year-old girl with chemotherapy-induced renal failure while receiving an intravesical aluminum infusion for hemorrhagic cystitis.
	Gold labels: cardiomyopathy	encephalopathy
	Manual labels:
	Comments:

	Similar sentence 1: 15779196.3.txt Score: 0.9962774742639058
	Sentence: Four days after intravenous Zoledronic acid, the patient presented to emergency room with complaints of carpopedal spasm and bronchospasm.
	Gold labels: carpopedal spasm
	Manual labels:
	Comments:

	Similar sentence 2: 19499966.0.txt Score: 0.9962711445053702
	Sentence: Onset of male gynaecomastia in a patient treated with sunitinib for metastatic renal cell carcinoma.
	Gold labels: gynaecomastia
	Manual labels:
	Comments:

	Similar sentence 3: 17952482.1.txt Score: 0.9962679802928242
	Sentence: A 58-year-old woman with rheumatoid arthritis (RA) developed fever, skin eruptions, leukocytopenia, and thrombocytopenia, 3 weeks after treatment with sulfasalazine.
	Gold labels: fever	leukocytopenia	skin eruptions	thrombocytopenia
	Manual labels:
	Comments:

	Similar sentence 4: 3941210.0.txt Score: 0.9962635507604791
	Sentence: Atrioventricular block complicating amiodarone-induced hypothyroidism in a patient with pre-excitation and rate-dependent bilateral bundle branch block.
	Gold labels: Atrioventricular block	hypothyroidism
	Manual labels:
	Comments:

	Similar sentence 5: 11788010.4.txt Score: 0.9958837482360963
	Sentence: Gallstones and bile sludge are common side effects of octreotide therapy but rarely become symptomatic or require treatment.
	Gold labels: Gallstones	bile sludge
	Manual labels:
	Comments:

	Similar sentence 6: 6221046.1.txt Score: 0.9956603225119609
	Sentence: An association of granulocytopenia, eosinophilia, skin reaction and hepatitis during propylthiouracil (PTU) therapy for thyrotoxicosis in a 47 year old black female is reported.
	Gold labels: eosinophilia	granulocytopenia	hepatitis	skin reaction
	Manual labels:
	Comments:

	Similar sentence 7: 15331204.1.txt Score: 0.9955979040236022
	Sentence: OBJECTIVE: To study therapy with indapamide impairing carbohydrate metabolism in essential hypertension patients and achieve earlier prevention, diagnoses and treatment of diabetes induced by indapamide.
	Gold labels: diabetes	impairing carbohydrate metabolism
	Manual labels:
	Comments:

	Similar sentence 8: 19390192.0.txt Score: 0.9955333048475958
	Sentence: Leukopenia due to parvovirus B19 in a Crohn's disease patient using azathioprine.
	Gold labels: Leukopenia
	Manual labels:
	Comments:

	Similar sentence 9: 7105508.0.txt Score: 0.9953959142129201
	Sentence: Verapamil in effort-induced angina pectoris in patients with normal coronary arteries.
	Gold labels: angina pectoris
	Manual labels:
	Comments:

Error in 55:
Comments:

	Similar sentence 0: 11568758.1.txt Score: 0.9964784738890348
	Sentence: Cutaneous lichenoid eruptions can arise as a result of exogenous compound exposures.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 1: 2554727.4.txt Score: 0.9957406981337668
	Sentence: Peripheral nerve dysfunction is a potentially serious complication of high-dose cytosine arabinoside.
	Gold labels: Peripheral nerve dysfunction
	Manual labels:
	Comments:

	Similar sentence 2: 11077455.1.txt Score: 0.9955672437819603
	Sentence: PURPOSE: Symptomatic visual field constriction thought to be associated with vigabatrin has been reported.
	Gold labels: visual field constriction
	Manual labels:
	Comments:

	Similar sentence 3: 6344831.1.txt Score: 0.9954269558665164
	Sentence: In a patient with severe renovascular hypertension, nonoliguric acute renal failure developed after she received captopril treatment.
	Gold labels: nonoliguric acute renal failure
	Manual labels:
	Comments:

	Similar sentence 4: 16411025.1.txt Score: 0.9953031919677748
	Sentence: OBJECTIVES: A delayed stroke-like leukoencephalopathy has been observed in patients receiving methotrexate (MTX) for childhood leukemia.
	Gold labels: stroke-like leukoencephalopathy
	Manual labels:
	Comments:

	Similar sentence 5: 10688731.0.txt Score: 0.9952741575857578
	Sentence: Scleroderma-like reaction induced by uracil-tegafur (UFT), a second-generation anticancer agent.
	Gold labels: Scleroderma-like reaction
	Manual labels:
	Comments:

	Similar sentence 6: 18379937.6.txt Score: 0.9951555922701633
	Sentence: Upon rechallenge with clomiphene 3 months later, she again developed bilateral anterior uveitis.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 7: 19018868.0.txt Score: 0.9951374585911463
	Sentence: A case of severe aplastic anemia secondary to treatment with lenalidomide for multiple myeloma.
	Gold labels: severe aplastic anemia
	Manual labels:
	Comments:

	Similar sentence 8: 3609047.1.txt Score: 0.994990949330035
	Sentence: Torsade de pointes represents a potential complication of chronic amiodarone therapy.
	Gold labels: Torsade de pointes
	Manual labels:
	Comments:

	Similar sentence 9: 14522628.3.txt Score: 0.9949612750234421
	Sentence: Generalised cutaneous rash associated with ganciclovir therapy has rarely been reported in literature.
	Gold labels: Generalised cutaneous rash
	Manual labels:
	Comments:

Error in 84:
Comments:

	Similar sentence 0: 17260498.3.txt Score: 0.9974172041760766
	Sentence: The case is presented of a 72-year-old man with hormone-refractory prostate cancer and weekly administration of 30 mg/m2 docetaxel who developed subacute interstitial pneumonitis-related pulmonary fibrosis after seven doses and died despite mechanical ventilation and high-dose corticosteroid treatment.
	Gold labels: subacute interstitial pneumonitis-related pulmonary fibrosis
	Manual labels:
	Comments:

	Similar sentence 1: 12399645.1.txt Score: 0.9972429931516957
	Sentence: We describe a 74-year-old man with rheumatoid arthritis (RA) who developed syndrome of inappropriate secretion of antidiuretic hormone (SIADH) 1.5 months after commencement of mizoribin prescription when his arthritis was improved.
	Gold labels: SIADH	syndrome of inappropriate secretion of antidiuretic hormone
	Manual labels:
	Comments:

	Similar sentence 2: 369675.2.txt Score: 0.9971702435746215
	Sentence: Five and one-half years after the diagnosis of myeloma, while in remission on cyclophosphamide therapy, the patient experienced severe abdominal right lower quadrant pain due to a large cecal lymphoma.
	Gold labels: abdominal right lower quadrant pain
	Manual labels:
	Comments:

	Similar sentence 3: 8667442.4.txt Score: 0.9970057458866611
	Sentence: This article presents a patient with hypoparathyroidism who was treated with calcium carbonate and calcitriol resulting in two admissions to the hospital for milk-alkali syndrome.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 4: 15588385.2.txt Score: 0.9966159562007695
	Sentence: We present a 20-year-old woman with Basedow-Graves' disease who developed PTU-induced fulminant hepatitis, which progressed to acute hepatic failure with grade III hepatic encephalopathy.
	Gold labels: fulminant hepatitis
	Manual labels:
	Comments:

	Similar sentence 5: 16249064.3.txt Score: 0.9965904063642282
	Sentence: We describe a case of infection with Mycobacterium abscessus in a 67-year-old woman receiving infliximab as a component of her therapy for RA.
	Gold labels: Mycobacterium abscessus
	Manual labels:
	Comments:

	Similar sentence 6: 1680596.1.txt Score: 0.9965658976338799
	Sentence: Presented is a case story of a woman with classical rheumatoid arthritis, who during introduction of sulphasalazine (SASP) therapy developed a severe and lasting psoriasis-like skin reaction.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 7: 3417739.3.txt Score: 0.9964304508946308
	Sentence: We describe a 63 year old woman with a suppurative mediastinitis, treated with continuous PI irrigation who developed an acute oliguric renal failure.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 8: 19034138.1.txt Score: 0.9964257317534414
	Sentence: PURPOSE: To describe bilateral corneal endothelial dysfunction in a patient with Parkinson disease who was treated with long-term amantadine.
	Gold labels: bilateral corneal endothelial dysfunction
	Manual labels:
	Comments:

	Similar sentence 9: 9533061.2.txt Score: 0.996269946812503
	Sentence: CASE SUMMARY: A 25-year-old postpartum white woman developed multiple watery stools and abdominal cramping on day 6 of therapy with clindamycin vaginal cream for bacterial vaginosis.
	Gold labels: abdominal cramping	multiple watery stools
	Manual labels:
	Comments:

Error in 233:None of the patients demonstrated the requisite features of the ' Dilantin hypersensitivity syndrome ' .
Prediction: hypersensitivity#B syndrome#I
Comments:

	Similar sentence 0: 9920368.2.txt Score: 0.9958407505973736
	Sentence: Among 12 thyrotoxic patients, a patient with arrhythmogenic right ventricular dysplasia, who had been taking amiodarone for 4 years, developed thyrotoxicosis with subacute onset, accompanied by transiently positive thyrotropin (TSH) receptor antibody (TRAb), or thyrotropin-binding inhibiting immunoglobulin (TBII).
	Gold labels: thyrotoxicosis	thyrotropin-binding inhibiting immunoglobulin
	Manual labels:
	Comments:

	Similar sentence 1: 15760792.1.txt Score: 0.9955817486448026
	Sentence: OBJECTIVE: To report the case of a young woman with Graves' disease in whom ototoxicity developed because of propylthiouracil (PTU)-induced antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis.
	Gold labels: ototoxicity
	Manual labels:
	Comments:

	Similar sentence 2: 12439602.3.txt Score: 0.995459654467799
	Sentence: Hypersensitivity to carboplatin is a rare but real complication of therapy and should be considered in patients presenting with hyperacute changes on ECG whilst receiving carboplatin therapy.
	Gold labels: Hypersensitivity	hyperacute changes on ECG
	Manual labels:
	Comments:

	Similar sentence 3: 15013892.8.txt Score: 0.9954524217471294
	Sentence: CONCLUSIONS: Low dosages of quinacrine used for malaria prophylaxis can be associated with a delayed, severe maculopathy indistinguishable from chloroquine maculopathy in certain patients. 
	Gold labels: maculopathy	severe maculopathy
	Manual labels:
	Comments:

	Similar sentence 4: 16001348.7.txt Score: 0.9952510530617166
	Sentence: Collagenous colitis as a subtype of microscopic colitis is a rare cause of chronic diarrhea with unknown pathogenesis.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 5: 8467620.2.txt Score: 0.9951868989072435
